-0.314966	-0.648848	-1.000000
-0.295321	-0.215757	1.000000
-0.039529	0.263764	1.000000
0.277299	-0.357128	1.000000
0.361374	-0.541379	-1.000000
-0.027152	0.180637	1.000000
-0.030772	-0.910146	-1.000000
-0.010734	-0.441711	1.000000
-0.462839	-0.393974	-1.000000
0.125420	-0.308848	1.000000
0.005255	-0.013154	1.000000
0.246890	0.125066	1.000000
-0.132934	-0.268258	1.000000
0.003016	-0.000371	1.000000
0.173932	-0.915402	-1.000000
0.287713	-0.131902	1.000000
0.121611	0.177854	1.000000
-0.129416	-0.580019	-1.000000
0.150190	0.120022	1.000000
-0.105826	0.089157	1.000000
-0.047297	0.021353	1.000000
0.315430	0.307364	1.000000
0.348380	-0.342393	1.000000
0.213435	-0.655059	-1.000000
0.384251	-0.841328	-1.000000
-0.401200	0.680695	-1.000000
0.411089	-0.038566	1.000000
0.401798	0.752463	-1.000000
-0.147501	0.110985	1.000000
-0.204543	0.853005	-1.000000
-0.408056	0.536769	-1.000000
-0.304097	-0.027140	1.000000
-0.461444	-0.153948	1.000000
0.693569	-0.344364	-1.000000
-0.359613	-0.420868	-1.000000
0.085198	0.062561	1.000000
0.471644	0.095869	1.000000
0.450965	-0.551836	-1.000000
-0.315407	0.392908	-1.000000
-0.663868	-0.100709	-1.000000
0.045243	0.028979	1.000000
0.846221	-0.496422	-1.000000
-0.296219	-0.301742	1.000000
-0.462617	-0.001043	1.000000
0.052769	-0.469384	1.000000
-0.862931	-0.031425	-1.000000
-0.273678	0.215469	1.000000
0.915730	-0.031999	-1.000000
0.257665	0.186075	1.000000
-0.163716	-0.804947	-1.000000
-0.210197	0.081546	1.000000
0.522997	-0.033495	-1.000000
-0.064387	0.143888	1.000000
0.706523	-0.227652	-1.000000
-0.058889	-0.007706	1.000000
0.766607	-0.323600	-1.000000
-0.580632	0.331584	-1.000000
-0.362638	-0.871588	-1.000000
-0.159912	0.152270	1.000000
-0.226630	-0.700276	-1.000000
-0.636267	0.035768	-1.000000
-0.298910	-0.198119	1.000000
0.013854	-0.136581	1.000000
-0.375509	0.385056	-1.000000
0.037939	-0.243319	1.000000
0.687497	0.235641	-1.000000
-0.156802	0.489198	-1.000000
0.003643	-0.035383	1.000000
-0.320121	0.117651	1.000000
0.246730	0.083151	1.000000
0.346071	-0.794829	-1.000000
-0.541656	0.676865	-1.000000
0.471950	0.124066	1.000000
-0.048536	0.218755	1.000000
0.789640	0.201379	-1.000000
0.372298	-0.239933	1.000000
-0.662232	0.435726	-1.000000
-0.266068	0.015948	1.000000
-0.947761	0.291699	-1.000000
-0.573621	0.072187	-1.000000
-0.885833	-0.320730	-1.000000
-0.757162	0.245120	-1.000000
-0.356966	-0.847791	-1.000000
0.009517	-0.012384	1.000000
-0.006808	-0.134104	1.000000
-0.533666	-0.590007	-1.000000
-0.007834	-0.513179	-1.000000
0.750006	0.562579	-1.000000
-0.834046	-0.196835	-1.000000
0.776417	0.505264	-1.000000
0.360355	0.108065	1.000000
-0.866053	0.166660	-1.000000
-0.188589	-0.790464	-1.000000
0.612558	-0.690683	-1.000000
-0.014200	-0.048612	1.000000
-0.700556	0.541404	-1.000000
-0.196652	-0.325142	1.000000
-0.227160	-0.136113	1.000000
-0.229083	0.446467	-1.000000
0.364286	-0.523503	-1.000000
