0.279036	-0.037899	1.000000
0.475147	-0.115620	1.000000
-0.448162	-0.692829	-1.000000
0.238998	0.012248	1.000000
0.825533	-0.118960	-1.000000
0.173034	-0.688832	-1.000000
0.080762	0.048042	1.000000
-0.709977	0.018573	-1.000000
-0.260873	-0.813552	-1.000000
0.675525	0.335351	-1.000000
-0.034102	-0.208139	1.000000
0.492840	-0.103376	-1.000000
-0.163774	-0.665869	-1.000000
-0.007690	-0.019114	1.000000
-0.293985	0.551735	-1.000000
0.603289	-0.058266	-1.000000
0.218564	0.657723	-1.000000
-0.672309	0.259890	-1.000000
-0.506620	-0.236342	-1.000000
-0.928651	-0.340528	-1.000000
-0.541289	0.753489	-1.000000
-0.751658	0.369210	-1.000000
-0.205067	0.142751	1.000000
-0.052852	0.068219	1.000000
0.224950	0.048233	1.000000
-0.253173	-0.104100	1.000000
0.260085	-0.298125	1.000000
-0.661496	0.347086	-1.000000
0.964050	-0.132757	-1.000000
0.030183	-0.627603	-1.000000
-0.652690	0.704893	-1.000000
0.091510	-0.494428	-1.000000
-0.147194	0.178698	1.000000
-0.496078	-0.005588	1.000000
-0.360989	0.884428	-1.000000
-0.060787	0.137454	1.000000
-0.517145	0.793659	-1.000000
-0.153393	0.333120	1.000000
-0.351951	-0.338150	1.000000
-0.007755	-0.013106	1.000000
-0.713633	-0.183636	-1.000000
0.008159	-0.146445	1.000000
0.539752	-0.289117	-1.000000
0.929848	-0.182267	-1.000000
0.188715	0.724387	-1.000000
0.197048	-0.864149	-1.000000
-0.854254	-0.290306	-1.000000
0.436582	0.551256	-1.000000
0.442642	0.002274	1.000000
0.250183	0.479130	-1.000000
-0.254780	0.161435	1.000000
0.243759	0.255220	1.000000
0.535120	0.140850	-1.000000
-0.150071	0.317903	1.000000
0.570958	-0.022257	-1.000000
-0.003609	0.203681	1.000000
-0.564169	-0.114794	-1.000000
-0.012058	-0.331412	1.000000
-0.427740	-0.393966	-1.000000
-0.546188	0.689266	-1.000000
0.002466	0.324369	1.000000
0.841970	0.072802	-1.000000
-0.041310	-0.018492	1.000000
-0.088404	0.129445	1.000000
0.886799	0.230660	-1.000000
-0.126649	-0.638355	-1.000000
0.228389	0.023006	1.000000
0.241684	-0.185938	1.000000
0.093542	-0.516331	-1.000000
-0.348030	0.706056	-1.000000
-0.147959	-0.237543	1.000000
-0.274548	0.604688	-1.000000
-0.044246	-0.017300	1.000000
0.514564	-0.582345	-1.000000
-0.168118	0.304603	1.000000
-0.227340	-0.345897	1.000000
-0.082732	-0.091382	1.000000
0.730652	-0.030679	-1.000000
-0.542127	0.452278	-1.000000
-0.664376	0.647404	-1.000000
0.177183	0.208460	1.000000
-0.014185	0.060237	1.000000
0.654494	0.579791	-1.000000
0.162947	-0.063418	1.000000
0.419925	-0.243728	1.000000
-0.700919	0.687021	-1.000000
0.267313	-0.180597	1.000000
-0.757482	-0.190123	-1.000000
-0.592539	-0.771164	-1.000000
-0.257287	-0.158624	1.000000
0.257307	0.357009	1.000000
-0.026760	0.014941	1.000000
0.086093	0.379930	1.000000
0.298217	0.164145	1.000000
-0.635235	-0.760658	-1.000000
-0.213802	0.211504	1.000000
0.258125	0.763214	-1.000000
-0.001038	-0.450760	1.000000
0.214241	0.372333	1.000000
-0.241491	0.105922	1.000000
